CityFIPS,CityName,MeasureId,Data_Value
0908000,Bridgeport,ACCESS2,0.24600000000000002
0908000,Bridgeport,ARTHRITIS,0.218
0908000,Bridgeport,BINGE,0.153
0908000,Bridgeport,BPHIGH,0.32
0908000,Bridgeport,BPMED,0.7290000000000001
0908000,Bridgeport,CANCER,0.05
0908000,Bridgeport,CASTHMA,0.106
0908000,Bridgeport,CHD,0.057999999999999996
0908000,Bridgeport,CHECKUP,0.649
0908000,Bridgeport,CHOLSCREEN,0.7390000000000001
0908000,Bridgeport,COLON_SCREEN,0.575
0908000,Bridgeport,COPD,0.066
0908000,Bridgeport,COREM,0.268
0908000,Bridgeport,COREW,0.29600000000000004
0908000,Bridgeport,CSMOKING,0.231
0908000,Bridgeport,DENTAL,0.5670000000000001
0908000,Bridgeport,DIABETES,0.115
0908000,Bridgeport,PAPTEST,0.7859999999999999
0908000,Bridgeport,HIGHCHOL,0.332
0908000,Bridgeport,KIDNEY,0.028999999999999998
0908000,Bridgeport,LPA,0.289
0908000,Bridgeport,MAMMOUSE,0.7609999999999999
0908000,Bridgeport,MHLTH,0.146
0908000,Bridgeport,OBESITY,0.252
0908000,Bridgeport,PHLTH,0.134
0908000,Bridgeport,SLEEP,0.408
0908000,Bridgeport,STROKE,0.033
0908000,Bridgeport,TEETHLOST,0.165
0918430,Danbury,ARTHRITIS,0.204
0918430,Danbury,ACCESS2,0.165
0918430,Danbury,BINGE,0.177
0918430,Danbury,BPHIGH,0.27399999999999997
0918430,Danbury,BPMED,0.7170000000000001
0918430,Danbury,DENTAL,0.6779999999999999
0918430,Danbury,CANCER,0.06
0918430,Danbury,CASTHMA,0.091
0918430,Danbury,CHD,0.051
0918430,Danbury,CHECKUP,0.6409999999999999
0918430,Danbury,CHOLSCREEN,0.772
0918430,Danbury,COLON_SCREEN,0.6459999999999999
0918430,Danbury,COPD,0.057
0918430,Danbury,COREM,0.321
0918430,Danbury,COREW,0.359
0918430,Danbury,CSMOKING,0.196
0918430,Danbury,DIABETES,0.081
0918430,Danbury,HIGHCHOL,0.331
0918430,Danbury,KIDNEY,0.023
0918430,Danbury,LPA,0.22399999999999998
0918430,Danbury,MAMMOUSE,0.7759999999999999
0918430,Danbury,MHLTH,0.12
0918430,Danbury,OBESITY,0.19699999999999998
0918430,Danbury,PAPTEST,0.818
0918430,Danbury,PHLTH,0.10300000000000001
0918430,Danbury,SLEEP,0.35700000000000004
0918430,Danbury,STROKE,0.024
0918430,Danbury,TEETHLOST,0.114
0937000,Hartford,ACCESS2,0.26
0937000,Hartford,ARTHRITIS,0.233
0937000,Hartford,BINGE,0.135
0937000,Hartford,BPHIGH,0.354
0937000,Hartford,BPMED,0.7509999999999999
0937000,Hartford,CANCER,0.044000000000000004
0937000,Hartford,CASTHMA,0.122
0937000,Hartford,CHD,0.061
0937000,Hartford,CHECKUP,0.6920000000000001
0937000,Hartford,CHOLSCREEN,0.7020000000000001
0937000,Hartford,COLON_SCREEN,0.5479999999999999
0937000,Hartford,COPD,0.07200000000000001
0937000,Hartford,COREM,0.23600000000000002
0937000,Hartford,COREW,0.247
0937000,Hartford,CSMOKING,0.22
0937000,Hartford,DENTAL,0.5539999999999999
0937000,Hartford,DIABETES,0.136
0937000,Hartford,HIGHCHOL,0.379
0937000,Hartford,KIDNEY,0.031
0937000,Hartford,LPA,0.32299999999999995
0937000,Hartford,MAMMOUSE,0.763
0937000,Hartford,MHLTH,0.162
0937000,Hartford,OBESITY,0.304
0937000,Hartford,PAPTEST,0.7859999999999999
0937000,Hartford,PHLTH,0.157
0937000,Hartford,SLEEP,0.419
0937000,Hartford,STROKE,0.038
0937000,Hartford,TEETHLOST,0.248
0950370,New Britain,ACCESS2,0.19699999999999998
0950370,New Britain,ARTHRITIS,0.23600000000000002
0950370,New Britain,BINGE,0.154
0950370,New Britain,BPHIGH,0.319
0950370,New Britain,BPMED,0.7509999999999999
0950370,New Britain,CANCER,0.059000000000000004
0950370,New Britain,CASTHMA,0.10800000000000001
0950370,New Britain,CHD,0.062
0950370,New Britain,CHECKUP,0.6859999999999999
0950370,New Britain,CHOLSCREEN,0.731
0950370,New Britain,COLON_SCREEN,0.604
0950370,New Britain,COPD,0.069
0950370,New Britain,COREM,0.292
0950370,New Britain,COREW,0.302
0950370,New Britain,CSMOKING,0.196
0950370,New Britain,DENTAL,0.644
0950370,New Britain,DIABETES,0.10400000000000001
0950370,New Britain,HIGHCHOL,0.386
0950370,New Britain,KIDNEY,0.027000000000000003
0950370,New Britain,LPA,0.272
0950370,New Britain,MAMMOUSE,0.7659999999999999
0950370,New Britain,MHLTH,0.141
0950370,New Britain,OBESITY,0.253
0950370,New Britain,PAPTEST,0.813
0950370,New Britain,PHLTH,0.133
0950370,New Britain,SLEEP,0.369
0950370,New Britain,STROKE,0.031
0950370,New Britain,TEETHLOST,0.193
0952000,New Haven,ACCESS2,0.19
0952000,New Haven,ARTHRITIS,0.20800000000000002
0952000,New Haven,BINGE,0.147
0952000,New Haven,BPHIGH,0.305
0952000,New Haven,BPMED,0.716
0952000,New Haven,CANCER,0.046
0952000,New Haven,CASTHMA,0.111
0952000,New Haven,CHD,0.049
0952000,New Haven,CHECKUP,0.6809999999999999
0952000,New Haven,CHOLSCREEN,0.7020000000000001
0952000,New Haven,COLON_SCREEN,0.629
0952000,New Haven,COPD,0.059000000000000004
0952000,New Haven,COREM,0.307
0952000,New Haven,COREW,0.314
0952000,New Haven,CSMOKING,0.19899999999999998
0952000,New Haven,DENTAL,0.645
0952000,New Haven,DIABETES,0.1
0952000,New Haven,HIGHCHOL,0.327
0952000,New Haven,KIDNEY,0.025
0952000,New Haven,LPA,0.262
0952000,New Haven,MAMMOUSE,0.7979999999999999
0952000,New Haven,MHLTH,0.135
0952000,New Haven,OBESITY,0.28800000000000003
0952000,New Haven,PAPTEST,0.805
0952000,New Haven,PHLTH,0.11599999999999999
0952000,New Haven,SLEEP,0.423
0952000,New Haven,STROKE,0.03
0952000,New Haven,TEETHLOST,0.166
0955990,Norwalk,ACCESS2,0.135
0955990,Norwalk,ARTHRITIS,0.21
0955990,Norwalk,BINGE,0.17300000000000001
0955990,Norwalk,BPHIGH,0.298
0955990,Norwalk,BPMED,0.738
0955990,Norwalk,CANCER,0.065
0955990,Norwalk,CASTHMA,0.087
0955990,Norwalk,CHD,0.052000000000000005
0955990,Norwalk,CHECKUP,0.665
0955990,Norwalk,CHOLSCREEN,0.797
0955990,Norwalk,COLON_SCREEN,0.6779999999999999
0955990,Norwalk,COPD,0.051
0955990,Norwalk,COREM,0.332
0955990,Norwalk,COREW,0.381
0955990,Norwalk,CSMOKING,0.166
0955990,Norwalk,DENTAL,0.718
0955990,Norwalk,DIABETES,0.084
0955990,Norwalk,HIGHCHOL,0.342
0955990,Norwalk,KIDNEY,0.024
0955990,Norwalk,LPA,0.201
0955990,Norwalk,MAMMOUSE,0.795
0955990,Norwalk,MHLTH,0.10400000000000001
0955990,Norwalk,OBESITY,0.201
0955990,Norwalk,PAPTEST,0.8440000000000001
0955990,Norwalk,PHLTH,0.09300000000000001
0955990,Norwalk,SLEEP,0.34600000000000003
0955990,Norwalk,STROKE,0.025
0955990,Norwalk,TEETHLOST,0.092
0973000,Stamford,ACCESS2,0.142
0973000,Stamford,ARTHRITIS,0.205
0973000,Stamford,BINGE,0.17
0973000,Stamford,BPHIGH,0.297
0973000,Stamford,BPMED,0.736
0973000,Stamford,CANCER,0.064
0973000,Stamford,CASTHMA,0.086
0973000,Stamford,CHD,0.051
0973000,Stamford,CHECKUP,0.6629999999999999
0973000,Stamford,CHOLSCREEN,0.7859999999999999
0973000,Stamford,COLON_SCREEN,0.677
0973000,Stamford,COPD,0.05
0973000,Stamford,COREM,0.33399999999999996
0973000,Stamford,COREW,0.373
0973000,Stamford,CSMOKING,0.162
0973000,Stamford,DENTAL,0.713
0973000,Stamford,DIABETES,0.083
0973000,Stamford,HIGHCHOL,0.34
0973000,Stamford,KIDNEY,0.024
0973000,Stamford,LPA,0.20199999999999999
0973000,Stamford,MAMMOUSE,0.795
0973000,Stamford,MHLTH,0.10300000000000001
0973000,Stamford,OBESITY,0.2
0973000,Stamford,PAPTEST,0.8390000000000001
0973000,Stamford,PHLTH,0.09300000000000001
0973000,Stamford,SLEEP,0.345
0973000,Stamford,STROKE,0.025
0973000,Stamford,TEETHLOST,0.096
0980000,Waterbury,ACCESS2,0.2
0980000,Waterbury,ARTHRITIS,0.261
0980000,Waterbury,BINGE,0.13699999999999998
0980000,Waterbury,BPHIGH,0.331
0980000,Waterbury,BPMED,0.7509999999999999
0980000,Waterbury,CANCER,0.063
0980000,Waterbury,CASTHMA,0.11199999999999999
0980000,Waterbury,CHD,0.067
0980000,Waterbury,CHECKUP,0.687
0980000,Waterbury,CHOLSCREEN,0.7609999999999999
0980000,Waterbury,COLON_SCREEN,0.616
0980000,Waterbury,COPD,0.077
0980000,Waterbury,COREM,0.318
0980000,Waterbury,COREW,0.324
0980000,Waterbury,CSMOKING,0.218
0980000,Waterbury,DENTAL,0.637
0980000,Waterbury,DIABETES,0.114
0980000,Waterbury,HIGHCHOL,0.368
0980000,Waterbury,KIDNEY,0.027999999999999997
0980000,Waterbury,LPA,0.29100000000000004
0980000,Waterbury,MAMMOUSE,0.778
0980000,Waterbury,MHLTH,0.14400000000000002
0980000,Waterbury,OBESITY,0.27
0980000,Waterbury,PAPTEST,0.7959999999999999
0980000,Waterbury,PHLTH,0.139
0980000,Waterbury,SLEEP,0.41700000000000004
0980000,Waterbury,STROKE,0.035
0980000,Waterbury,TEETHLOST,0.168
